region_id,name,country,kind,region_tier,confidence_tier,bucket,source_type,published_annual_twh,annual_low_twh,annual_high_twh,annual_value_basis,published_year,include_in_source_verified_floor,include_in_modelled_envelope,manual_review_required,definition_notes,source,source_url,source_note,snapshot_file,validation_doc
congo-drc,DR Congo,COD,hydro,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,IRENA DRC 2024 (SNEL; Inga hydro complex ~2.5 GW; SAPP),https://www.snel.cd/,,,docs/validation/congo-drc.md
congo-republic,Republic of Congo,COG,hydro,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / SNE Congo (Moukoukoulou hydro + gas),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/congo-republic.md
costa-rica,Costa Rica,CRI,hydro,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,IRENA Costa Rica 2024 (98% renewable; hydro spill not anchored to hourly feed; ICE/CENCE),https://www.grupoice.com/,,,docs/validation/costa-rica.md
cote-divoire,Cote d'Ivoire,CIV,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,IRENA Cote d'Ivoire 2024 (CIE; major WAPP exporter),https://www.cie.ci/,,,docs/validation/cote-divoire.md
croatia-solar,Croatia Solar,HRV,solar,live,T1a-live-tso,T1a,live_operator_feed,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,,ENTSO-E HOPS solar,https://transparency.entsoe.eu/,HOPS Croatia ENTSO-E A75 solar: regional default ~2%.,entsoe.json,docs/validation/croatia-solar.md
croatia-wind,Croatia Wind,HRV,wind,live,T1a-live-tso,T1a,live_operator_feed,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,,ENTSO-E HOPS wind,https://transparency.entsoe.eu/,HOPS Croatia ENTSO-E A75 wind: regional default ~2.5%.,entsoe.json,docs/validation/croatia-wind.md
cuba,Cuba,CUB,mixed,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,Cuba UNE 2022-24 grid restoration + Ember Cuba Electricity Review 2024 (post-Hurricane-Ian grid stress; not steady-state anchor),https://www.une.cu/,,,docs/validation/cuba.md
cyprus,Cyprus,CYP,solar,static,T3-modelled,T3,modelled_or_fallback,0.100000,0.060000,0.140000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,TSOC fallback,https://tsoc.org.cy/,Typical-shape fallback: TSOC/EAC live feed unavailable (HTTP 403 for https://tsoc.org.cy/); isolated-grid solar curtailment scaled to ~0.1 TWh/yr.,cyprus.json,docs/validation/cyprus.md
czech-republic-solar,Czech Republic Solar,CZE,solar,live,T1a-live-tso,T1a,live_operator_feed,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,,ENTSO-E CEPS solar,https://transparency.entsoe.eu/,CEPS 2024: solar dominant,entsoe.json,docs/validation/czech-republic-solar.md
czech-republic-wind,Czech Republic Wind,CZE,wind,live,T1a-live-tso,T1a,live_operator_feed,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,,ENTSO-E CEPS wind,https://transparency.entsoe.eu/,CEPS 2024: wind secondary,entsoe.json,docs/validation/czech-republic-wind.md
denmark,denmark,,,,T1a-live-tso,T1a,generation_or_feed_x_rate,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,Energinet wind+solar × 4% curtailment proxy (observed 30d split: wind 70% / solar 30%),denmark.json,
denmark-east-solar,Denmark DK2 Solar,DNK,solar,live,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,Energinet DK2 solar (25% share),https://api.energidataservice.dk/,,,docs/validation/denmark-east-solar.md
denmark-east-wind,Denmark DK2 Wind,DNK,wind,live,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,Energinet DK2 wind (25% share),https://api.energidataservice.dk/,,,docs/validation/denmark-east-wind.md
denmark-west-solar,Denmark DK1 Solar,DNK,solar,live,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,Energinet DK1 solar (75% share),https://api.energidataservice.dk/,,,docs/validation/denmark-west-solar.md
denmark-west-wind,Denmark DK1 Wind,DNK,wind,live,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,Energinet DK1 wind (75% share),https://api.energidataservice.dk/,,,docs/validation/denmark-west-wind.md
djibouti,Djibouti,DJI,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / EDD (~15 MW solar; geothermal in development),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/djibouti.md
dominica,Dominica,DMA,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / DOMLEC (hydro + solar + geothermal in development),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/dominica.md
dominican-republic,Dominican Republic,DOM,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2026,no_missing_snapshot,no,no,,"IRENA Dominican Republic 2024 + OC (Organismo Coordinador del SENI) Reportes de Operacion 2024. Live promotion attempt 2026-04-29 reverted: OC `GetGeneracionReprogramadaJSon` endpoint exposes scheduled/actual total generation, not renewable-specific curtailed-energy. Held at T3 pending a genuine curtailment source.",https://www.oc.org.do/,,,docs/validation/dominican-republic.md
e-saudi,E. Saudi Arabia,SAU,flare,flare,,T2-flare,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,VIIRS + GGFR,https://www.worldbank.org/en/programs/gasflaringreduction,,,docs/validation/e-saudi.md
east-timor,Timor-Leste,TLS,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / EDTL (~30 MW solar + diesel; small island grid),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/east-timor.md
ecuador,Ecuador,ECU,hydro,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,IRENA Ecuador 2024 (hydro-dominated; CENACE Ecuador PDF reports; at inclusion threshold),https://www.cenace.gob.ec/,,,docs/validation/ecuador.md
egypt,Egypt,EGY,solar,static,T3-modelled,T3,modelled_or_fallback,0.300000,0.180000,0.420000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NREA / Benban frequency disconnections,https://nrea.gov.eg/,Typical-shape fallback: NREA Egypt live feed unavailable (NREA public pages publish annual/monthly PDFs but no machine-readable hourly curtailment feed); Benban PV curtailment calibrated to ~0.3 TWh/yr from ~200 hrs frequency-driven disconnection events 2024,egypt.json,docs/validation/egypt.md
el-salvador,El Salvador,SLV,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,IRENA Renewable Energy Statistics 2024 (El Salvador VRE share),https://www.ut.com.sv/,,,docs/validation/el-salvador.md
equatorial-guinea,Equatorial Guinea,GNQ,mixed,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / SEGESA (gas + Djibloho hydro; small grid),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/equatorial-guinea.md
ercot-east,ercot-east,,,,T1-live-TSO,T1a,generation_or_feed_x_rate,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,"EIA ERCO wind+solar × calibrated rates, 34% East/Central geographic split (wind 77% / solar 23%)",ercot.json,
ercot-east-solar,ERCOT East Solar,USA,solar,live,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,EIA ERCO solar,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,,,docs/validation/ercot-east-solar.md
ercot-east-wind,ERCOT East Wind,USA,wind,live,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,EIA ERCO wind,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,,,docs/validation/ercot-east-wind.md
ercot-native-east,ercot-native-east,,,,T1-live-TSO,T1a,live_operator_feed,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,,,,Seed fallback copied from EIA ERCOT East proxy; native ERCOT remains disabled until Vercel-US probe produces parseable SCED data.,ercot-native.json,
ercot-native-west,ercot-native-west,,,,T1-live-TSO,T1a,live_operator_feed,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,,,,Seed fallback copied from EIA ERCOT West proxy; native ERCOT remains disabled until Vercel-US probe produces parseable SCED data.,ercot-native.json,
ercot-west,ercot-west,,,,T1-live-TSO,T1a,generation_or_feed_x_rate,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,generation/feed multiplied by citable or assumed curtailment rate; check source scope,,,"EIA ERCO wind+solar × calibrated rates, 66% West/Panhandle geographic split (wind 77% / solar 23%)",ercot.json,
ercot-west-solar,ERCOT West Solar,USA,solar,live,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,EIA ERCO solar,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,,,docs/validation/ercot-west-solar.md
ercot-west-wind,ERCOT West Wind,USA,wind,live,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,EIA ERCO wind,https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,,,docs/validation/ercot-west-wind.md
eritrea,Eritrea,ERI,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / EEC (~10 MW PV; isolated grid),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/eritrea.md
estonia,Estonia,EST,wind,live,T1a-live-tso,T1a,live_operator_feed,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,,ENTSO-E Elering,https://transparency.entsoe.eu/,Elering Estonia ENTSO-E A75 feed. Wind 2.5% regional default.,entsoe.json,docs/validation/estonia.md
eswatini,Eswatini,SWZ,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,IRENA Eswatini 2024 (EEC; SAPP member; biomass+hydro),https://www.eec.co.sz/,,,docs/validation/eswatini.md
ethiopia,Ethiopia,ETH,hydro,static,T3-modelled,T3,modelled_or_fallback,2.560000,1.536000,3.584000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,EEP fallback,https://www.eep.com.et/,Typical-shape fallback: EEP live feed unavailable (EEP public pages expose no machine-readable hourly GERD/hydro spill feed); GERD/cascade hydro spill ~5 TWh/yr calibrated to Blue Nile Kiremt monsoon (NH summer peak Jul-Aug). — current 30-day seasonal factor 0.51×,ethiopia.json,docs/validation/ethiopia.md
fiji,Fiji,FJI,hydro,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / EFL Fiji (Monasavu hydro + ~5 MW PV; Pacific island),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/fiji.md
finland-solar,Finland Solar,FIN,solar,live,T1a-live-tso,T1a,live_operator_feed,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,,ENTSO-E A75 FI B16 solar,https://transparency.entsoe.eu/,Finland 2024 solar (placeholder — real data requires live ENTSO-E fetch),entsoe.json,docs/validation/finland-solar.md
finland-wind,Finland Wind,FIN,wind,live,T1a-live-tso,T1a,generation_or_feed_x_rate,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,generation/feed multiplied by citable or assumed curtailment rate; check source scope,ENTSO-E A75 FI B19 wind,https://transparency.entsoe.eu/,ENTSO-E wind B19 × 5% calibrated (observed 30d split: wind 100%). Finland wind-only calibration; solar negligible at Finnish latitude.,entsoe.json,docs/validation/finland-wind.md
florida,Florida,USA,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,"EIA FLA solar generation exists, but no published curtailment rate from FRCC/FPL. 0.5 TWh/yr provisional anchor — requires FRCC market monitor or FPL IRP 2024 published curtailment figure to move to T1.",https://www.eia.gov/opendata/browser/electricity/rto/fuel-type-data,,,docs/validation/florida.md
france-solar,France Solar,FRA,solar,live,T1a-live-tso,T1a,generation_or_feed_x_rate,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,generation/feed multiplied by citable or assumed curtailment rate; check source scope,RTE eco2mix solar,https://odre.opendatasoft.com/,RTE eco2mix solar × 3% curtailment (observed 30d split: wind 50% / solar 50%),france.json,docs/validation/france-solar.md
france-wind,France Wind,FRA,wind,live,T1a-live-tso,T1a,generation_or_feed_x_rate,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,generation/feed multiplied by citable or assumed curtailment rate; check source scope,RTE eco2mix wind,https://odre.opendatasoft.com/,RTE eco2mix wind × 3% curtailment (observed 30d split: wind 50% / solar 50%),france.json,docs/validation/france-wind.md
french-guiana,French Guiana,GUF,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,EDF SEI Bilan Previsionnel Guyane 2024 (below normal inclusion threshold; included for completeness as the only South-American French overseas territory),https://www.edf.fr/edf-sei/,,,docs/validation/french-guiana.md
gabon,Gabon,GAB,hydro,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,IRENA Gabon 2024 (SEEG; hydro+gas; flaring relevant),https://www.seeg-gabon.com/,,,docs/validation/gabon.md
gambia,Gambia,GMB,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / NAWEC (~10 MW PV + diesel; small West African grid),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/gambia.md
gansu-solar,Gansu Solar,CHN,solar,static,T3-modelled,T3,modelled_or_fallback,1.200000,0.720000,1.680000,modelled annual central encoded in static/typical snapshot,2025,no_modelled_envelope_only,yes,yes,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 / Gansu MIIT generation,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: Ember GER 2025 + S&P Rising Curtailment in China 2024 / NEA feed unavailable (Ember/S&P/NEA China province curtailment references are not hourly machine-readable feeds); Jiuquan/Wuwei wind+solar curtailment anchored at ~3.0 TWh/yr. — solar share (40%),gansu.json,docs/validation/gansu-solar.md
gansu-wind,Gansu Wind,CHN,wind,static,T3-modelled,T3,modelled_or_fallback,1.800000,1.080000,2.520000,modelled annual central encoded in static/typical snapshot,2025,no_modelled_envelope_only,yes,yes,annual/modelled central value mapped to typical profile; not measured hourly curtailment,NEA 2024 / Gansu MIIT generation,https://www.nea.gov.cn/20251113/cc1fb0298a2944f8bd5441f67c9be9b3/c.html,Typical-shape fallback: Ember GER 2025 + S&P Rising Curtailment in China 2024 / NEA feed unavailable (Ember/S&P/NEA China province curtailment references are not hourly machine-readable feeds); Jiuquan/Wuwei wind+solar curtailment anchored at ~3.0 TWh/yr. — wind share (60%),gansu.json,docs/validation/gansu-wind.md
gb-england-wales-solar,GB England+Wales Solar,GBR,solar,live,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,Elexon BMRS solar (England+Wales ~30% share),https://www.elexon.co.uk/data/,,,docs/validation/gb-england-wales-solar.md
gb-england-wales-wind,GB England+Wales Wind,GBR,wind,live,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,Elexon BMRS wind (England+Wales ~30% share),https://www.elexon.co.uk/data/,,,docs/validation/gb-england-wales-wind.md
gb-scotland-solar,GB Scotland Solar,GBR,solar,live,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,Elexon BMRS solar (Scotland ~70% share via NESO constraint boundary),https://www.elexon.co.uk/data/,,,docs/validation/gb-scotland-solar.md
gb-scotland-wind,GB Scotland Wind,GBR,wind,live,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,Elexon BMRS wind (Scotland ~70% share via NESO constraint boundary),https://www.elexon.co.uk/data/,,,docs/validation/gb-scotland-wind.md
georgia,Georgia,GEO,mixed,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,"IRENA RE Statistics 2024 (~100 MW solar+wind combined, ~1.8 GW hydro); modelled curtailment ~2% per regional default",https://www.irena.org/Data/Energy-Profiles,,,docs/validation/georgia.md
germany-solar,Germany Solar,DEU,solar,live,T1a-live-tso,T1a,live_operator_feed,1.390000,,,source-note annual hint; manual validation required,2026,candidate_after_manual_validation,no,yes,,ENTSO-E BNetzA/SMARD solar,https://transparency.entsoe.eu/,Germany 2024 BNetzA/SMARD solar: 1.39 TWh,entsoe.json,docs/validation/germany-solar.md
germany-wind,Germany Wind,DEU,wind,live,T1a-live-tso,T1a,live_operator_feed,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,,ENTSO-E BNetzA/SMARD wind,https://transparency.entsoe.eu/,Germany 2024 BNetzA/SMARD wind,entsoe.json,docs/validation/germany-wind.md
ghana,Ghana,GHA,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,Ember Ghana 2024 (GRIDCo TSO; Akosombo hydro + PV),https://www.gridcogh.com/,,,docs/validation/ghana.md
greece-solar,Greece Solar,GRC,solar,live,T1a-live-tso,T1a,live_operator_feed,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,,ENTSO-E IPTO 2024 solar,https://transparency.entsoe.eu/,Greece 2024 IPTO solar: 430 GWh,entsoe.json,docs/validation/greece-solar.md
greece-wind,Greece Wind,GRC,wind,live,T1a-live-tso,T1a,live_operator_feed,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,,ENTSO-E IPTO 2024 wind,https://transparency.entsoe.eu/,Greece 2024 IPTO wind: 430 GWh,entsoe.json,docs/validation/greece-wind.md
grenada,Grenada,GRD,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / GRENLEC (~5 MW solar + oil; island grid),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/grenada.md
guatemala,Guatemala,GTM,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,IRENA Renewable Energy Statistics 2024 (Guatemala VRE share) + AMM Plan Operativo 2024,https://www.amm.org.gt/,,,docs/validation/guatemala.md
guatemala-siepac,Central America (SIEPAC),GTM,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,IRENA Central America Interconnect 2024 (SIEPAC corridor; EOR Ente Operador Regional),https://www.enteoperador.org/,,,docs/validation/guatemala-siepac.md
guinea,Guinea,GIN,hydro,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / EDG Guinea (Garafiri + Kaleta + Souapiti hydro; hydro-dominant),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/guinea.md
guinea-bissau,Guinea-Bissau,GNB,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / EAGB (~5 MW PV + diesel; very small grid),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/guinea-bissau.md
guyana,Guyana,GUY,flare,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,GGFR 2024 Guyana Stabroek block flaring offshore (Liza FPSO; upstream off-grid lifted onto GPL coverage),https://www.gplinc.com/,,,docs/validation/guyana.md
haiti,Haiti,HTI,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2025,no_missing_snapshot,no,no,,IRENA RCS 2025 / EDH (~70 MW PV incl. Caracol 12 MW),https://www.irena.org/Data/Downloads/IRENASTAT,,,docs/validation/haiti.md
hawaii-island,Hawaii (Big Island),USA,mixed,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,Hawaiian Electric RSWG (Hawaii Island: 58.7% renewable share 2024),https://www.hawaiianelectric.com/about-us/performance-scorecards-and-metrics/renewable-energy,,,docs/validation/hawaii-island.md
hawaii-maui,Hawaii (Maui),USA,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,Hawaiian Electric RSWG monthly reports (Maui island system),https://www.hawaiianelectric.com/about-us/performance-scorecards-and-metrics/renewable-energy,,,docs/validation/hawaii-maui.md
hawaii-oahu,Hawaii (Oahu),USA,solar,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,2024,no_missing_snapshot,no,no,,"Hawaiian Electric RSWG monthly reports (Oahu: ~30% renewable share 2024, provisional)",https://www.hawaiianelectric.com/about-us/performance-scorecards-and-metrics/renewable-energy,,,docs/validation/hawaii-oahu.md
honduras,Honduras,HND,solar,static,T3-modelled,T3,modelled_or_fallback,0.200000,0.120000,0.280000,modelled annual central encoded in static/typical snapshot,2023,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,ODS Honduras fallback,https://ods.org.hn/,Typical-shape fallback: ODS live feed unavailable (fetch failed); Honduras solar+wind curtailment calibrated to ODS-reported 201.87 GWh for 2023 (~0.2 TWh/yr).,honduras.json,docs/validation/honduras.md
hungary-solar,Hungary Solar,HUN,solar,live,T1a-live-tso,T1a,live_operator_feed,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,,ENTSO-E MAVIR solar,https://transparency.entsoe.eu/,MAVIR 2024: solar dominant,entsoe.json,docs/validation/hungary-solar.md
hungary-wind,Hungary Wind,HUN,wind,live,T1a-live-tso,T1a,live_operator_feed,,,,needs calendar-year aggregation or source-note validation,2026,no_pending_annual_aggregation,no,no,,ENTSO-E MAVIR wind,https://transparency.entsoe.eu/,MAVIR 2024: wind secondary,entsoe.json,docs/validation/hungary-wind.md
iceland,Iceland,ISL,hydro,static,,unknown,no_emitted_snapshot,,,,no emitted snapshot row,,no_missing_snapshot,no,no,,Published,https://orkustofnun.is/,,,docs/validation/iceland.md
india-andhra-pradesh,Andhra Pradesh,IND,solar,static,T3-modelled,T3,generation_or_feed_x_rate,0.400000,0.240000,0.560000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,generation/feed multiplied by citable or assumed curtailment rate; check source scope,APTRANSCO / APSLDC (Andhra Pradesh Transmission Corporation Ltd / State Load Despatch Centre) — RE curtailment data at apsldc.in. Geoblocked from non-Indian IP ranges; loader currently emits T3-modelled typical-shape calibrated to POSOCO Southern Region 2024 (~0.4 TWh/yr solar curtailment). Will be promoted to T1a-live-tso when the India-egress relay activates the live parse.,https://apsldc.in/,"APSLDC unreachable (fetch failed); Typical-shape T3-modelled fallback calibrated to POSOCO Southern Region 2024 (~0.4 TWh/yr solar curtailment; Anantapur + Kadapa solar parks, Andhra Pradesh transmission bottlenecks post-bifurcation). State-level APSLDC source established; will be promoted to T1a-live-tso when the India-egress relay activates the live parse.",india-andhra-pradesh.json,docs/validation/india-andhra-pradesh.md
india-east,India East,IND,solar,static,T3-modelled,T3,modelled_or_fallback,0.200000,0.120000,0.280000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,annual/modelled central value mapped to typical profile; not measured hourly curtailment,ERLDC fallback,https://erldc.in/,Typical-shape fallback: ERLDC 2024 live feed unavailable (fetch failed); Odisha and West Bengal emerging PV curtailment anchored at ~0.2 TWh/yr.,india-east.json,docs/validation/india-east.md
india-gujarat,Gujarat,IND,solar,static,T3-modelled,T3,generation_or_feed_x_rate,1.000000,0.600000,1.400000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,generation/feed multiplied by citable or assumed curtailment rate; check source scope,GSLDC (Gujarat State Load Despatch Centre / GETCO) — RE curtailment reports at sldc.gujarat.gov.in. Geoblocked from non-Indian IP ranges; loader currently emits T3-modelled typical-shape calibrated to POSOCO/Ember India 2024 (~1.0 TWh/yr solar curtailment). Will be promoted to T1a-live-tso when the India-egress relay activates the live parse.,https://sldc.gujarat.gov.in/,"GSLDC unreachable (fetch failed); Typical-shape T3-modelled fallback calibrated to POSOCO/Ember India 2024 (~1.0 TWh/yr solar curtailment, Gujarat Khavda-Kutch transmission bottlenecks). State-level GSLDC source established; will be promoted to T1a-live-tso when the India-egress relay activates the live parse.",india-gujarat.json,docs/validation/india-gujarat.md
india-karnataka,Karnataka,IND,solar,static,T3-modelled,T3,generation_or_feed_x_rate,0.500000,0.300000,0.700000,modelled annual central encoded in static/typical snapshot,2026,no_modelled_envelope_only,yes,no,generation/feed multiplied by citable or assumed curtailment rate; check source scope,KSLDC (Karnataka State Load Despatch Centre) — real-time dashboard and curtailment PDFs at ksldc.in. Probed successfully in April 2026 coverage audit; parser not yet implemented. Loader currently emits T3-modelled typical-shape calibrated to POSOCO South Region 2024 (~0.5 TWh/yr Karnataka solar curtailment). Will be promoted to T1a-live-tso when the parser ships.,https://ksldc.in/,KSLDC unreachable (fetch failed); Typical-shape T3-modelled fallback calibrated to POSOCO South Region RE curtailment 2024 (~0.5 TWh/yr Karnataka solar curtailment; Pavagada Solar Park + Bidar solar + growing wind). State-level KSLDC source established; will be promoted to T1a-live-tso when the parser is complete.,india-karnataka.json,docs/validation/india-karnataka.md
india-maharashtra,Maharashtra,IND,mixed,static,T3-modelled,T3,generation_or_feed_x_rate,0.300000,0.180000,0.420000,modelled annual central encoded in static/typical snapshot,2024,no_modelled_envelope_only,yes,no,generation/feed multiplied by citable or assumed curtailment rate; check source scope,MSLDC (Maharashtra State Load Despatch Centre / MSEDCL) — RE curtailment and system data at msldc.mahavedha.com. Geoblocked from non-Indian IP ranges; loader currently emits T3-modelled typical-shape calibrated to POSOCO Western Region 2024 (~0.3 TWh/yr mixed solar+wind curtailment; Solapur solar + Satara/Dhule wind corridor). Will be promoted to T1a-live-tso when the India-egress relay activates the live parse.,https://msldc.mahavedha.com/,MSLDC unreachable (fetch failed); Typical-shape T3-modelled fallback calibrated to POSOCO Western Region 2024 (~0.3 TWh/yr mixed solar+wind curtailment; Solapur solar parks + Satara/Dhule wind corridor). Split 55% solar / 45% wind based on MW-weighted generation capacity (MNRE 2024). State-level MSLDC source established; will be promoted to T1a-live-tso when the India-egress relay activates the live parse.,india-maharashtra.json,docs/validation/india-maharashtra.md
